timestamp,ch1_bias,ch1_derivedPk,ch1_direct,ch1_directRMS,ch1_velocityPk,ch1_velocityRMS,ch2_bias,ch2_derivedPk,ch2_direct,ch2_directRMS,ch2_velocityPk,ch2_velocityRMS,status,volts
2/17/2025 12:48,-11.982,0.034,0.06,0.024,0.098,0.064,-12.024,0.049,0.077,0.035,0.15,0.103,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.056,0.023,0.097,0.064,-12.023,0.045,0.073,0.032,0.158,0.106,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.059,0.022,0.1,0.063,-12.024,0.049,0.072,0.035,0.153,0.105,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.06,0.023,0.1,0.065,-12.023,0.045,0.08,0.032,0.158,0.105,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.055,0.022,0.097,0.063,-12.024,0.049,0.069,0.035,0.152,0.104,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.06,0.023,0.097,0.063,-12.024,0.045,0.07,0.032,0.151,0.104,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.055,0.022,0.1,0.068,-12.024,0.048,0.077,0.034,0.168,0.11,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.058,0.022,0.097,0.062,-12.024,0.048,0.077,0.034,0.15,0.102,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.053,0.024,0.101,0.064,-12.024,0.045,0.072,0.032,0.158,0.103,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.06,0.022,0.101,0.063,-12.024,0.046,0.071,0.032,0.153,0.105,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.054,0.023,0.096,0.065,-12.023,0.048,0.079,0.034,0.15,0.106,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.059,0.022,0.1,0.064,-12.023,0.048,0.071,0.034,0.158,0.103,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.056,0.023,0.096,0.063,-12.023,0.046,0.076,0.032,0.158,0.105,imbalance,50
2/17/2025 12:49,-11.982,0.032,0.058,0.023,0.097,0.065,-12.023,0.046,0.071,0.032,0.153,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.031,0.073,0.022,0.1,0.063,-12.023,0.049,0.071,0.035,0.152,0.106,imbalance,50
2/17/2025 12:49,-11.982,0.032,0.063,0.022,0.097,0.063,-12.023,0.045,0.081,0.032,0.158,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.033,0.058,0.024,0.1,0.065,-12.023,0.048,0.07,0.034,0.154,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.031,0.056,0.022,0.101,0.065,-12.023,0.046,0.071,0.033,0.16,0.106,imbalance,50
2/17/2025 12:49,-11.982,0.034,0.064,0.024,0.097,0.063,-12.023,0.05,0.082,0.036,0.159,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.031,0.057,0.022,0.096,0.064,-12.023,0.048,0.081,0.034,0.152,0.104,imbalance,50
2/17/2025 12:49,-11.982,0.033,0.065,0.024,0.1,0.064,-12.023,0.045,0.067,0.032,0.157,0.105,imbalance,50
2/17/2025 12:49,-11.982,0.034,0.057,0.024,0.096,0.063,-12.023,0.048,0.076,0.034,0.15,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.031,0.062,0.022,0.1,0.065,-12.023,0.045,0.07,0.032,0.152,0.105,imbalance,50
2/17/2025 12:49,-11.982,0.034,0.073,0.024,0.095,0.064,-12.023,0.049,0.074,0.034,0.159,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.03,0.056,0.021,0.1,0.063,-12.023,0.045,0.078,0.032,0.151,0.106,imbalance,50
2/17/2025 12:49,-11.982,0.034,0.06,0.024,0.097,0.063,-12.023,0.049,0.08,0.034,0.153,0.105,imbalance,50
2/17/2025 12:49,-11.982,0.033,0.059,0.023,0.1,0.065,-12.023,0.045,0.071,0.032,0.159,0.106,imbalance,50
2/17/2025 12:49,-11.982,0.031,0.067,0.022,0.097,0.064,-12.023,0.048,0.077,0.034,0.146,0.105,imbalance,50
2/17/2025 12:49,-11.982,0.031,0.053,0.022,0.1,0.063,-12.023,0.045,0.074,0.032,0.153,0.103,imbalance,50
2/17/2025 12:49,-11.982,0.033,0.058,0.024,0.097,0.063,-12.023,0.045,0.077,0.032,0.159,0.104,imbalance,50
2/17/2025 12:50,-11.982,0.03,0.055,0.022,0.101,0.065,-12.023,0.048,0.077,0.034,0.158,0.105,imbalance,50
2/17/2025 12:50,-11.982,0.031,0.068,0.022,0.097,0.064,-12.023,0.049,0.068,0.034,0.148,0.103,imbalance,50
